site,crew,date,start_time_mst,visit_type,sensor_pulled,sensor_deployed,sensor_swapped_notes,sensors_cleaned,wiper_working,rdo_cap_condition,rdo_cap_replaced,ph_junction_replaced,cals_performed,cal_report_collected,photos_downloaded,sensor_malfunction,visit_comments,start_DT,DT_round,DT_join,field_season,last_site_visit,sonde_employed,end_dt
pbd,"Chloe Miller, Jed Lichtensztajn",2023-08-02,13:05,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"DO, pH, ORP, turbidity, conductivity",Yes,no,NA,"Water was below the second hole from the top of the housing. Battery at 66%. Live readings looked good, and similar to the probe. Very little sediment on the sonde. Didn't have enough 100NTU solution to rinse, and we only had enough to fill up to just above the temp sensor...continued with the calibrations anyway. New log started.",2023-08-02T20:05:00Z,2023-08-02T20:00:00Z,2023-08-02 13:00:00,2023,2023-08-02T20:00:00Z,0,NA
pbd,Jed Lichtensztajn,2023-08-29,15:30,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (Mostly Black, white speckles)",no,no,"RDO, Conductivity, pH, ORP, Turbidity",yes,Field photos,NA,"Callibrated the sonde, live readings looked good. sensors were slightly dirty but over fairly clean. Downloaded the log and started a new one.",2023-08-29T22:30:00Z,2023-08-29T22:30:00Z,2023-08-29 15:30:00,2023,2023-08-29T22:30:00Z,0,NA
pbd,"Sam Struthers, Kat Demaree",2023-09-01,09:30,Sensor Cleaning or Check,x,x,Swapped CPRW 500 for  CU700,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,na,Vulink had incorrect log running upon arrival,"Vulink had incorrect log running upon arrival no data had recorded since last visit, swapped 500 for CU 700. Water is lower and slower, some algae growing on pipe. Started new log and left.",2023-09-01T16:30:00Z,2023-09-01T16:30:00Z,2023-09-01 09:30:00,2023,2023-09-01T16:30:00Z,0,NA
pbd,Sam Struthers,2023-09-07,11:30,Sensor Cleaning or Check,x,x,Swapped CPRW vulink for Cu vulink,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,na,"No, field pics taken",NA,"Swapped CPRW vu link for CU vulink (1045883), turb was high on arrival (30 ntu) dropped to 15ish after light cleaning with water. Downloaded log",2023-09-07T18:30:00Z,2023-09-07T18:30:00Z,2023-09-07 11:30:00,2023,2023-09-07T18:30:00Z,0,NA
pbd,Jed Lichtensztajn,2023-09-19,09:35,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, Conductivity, pH, ORP, Turbidity",yes,"no, field pics taken",NA,"calibrated all the sensors except turbidity it was reading the standers completly off! 10 NTU standerd was reading in the 1000s, I suspect the turbidity for the 700 is not as sensitve to lower NTU's. kept it at facotry defaults need to look into this turbidty calibration issue. water levels were significanlty lower only about half a foot deep at housing.",2023-09-19T16:35:00Z,2023-09-19T16:30:00Z,2023-09-19 09:30:00,2023,2023-09-19T16:30:00Z,0,NA
pbd,Sam Struthers,2023-09-21,14:30,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,"No, field pics taken",NA,"Downloaded log 9/19-9/21, live values looked good, some gunk on sensors but nothing crazy. Put on high gain antenna and test upload went thru, it is a CU vulink so I cannot see if it is properly uploading",2023-09-21T21:30:00Z,2023-09-21T21:30:00Z,2023-09-21 14:30:00,2023,2023-09-21T21:30:00Z,0,NA
pbd,"Sam Struthers, Juan De La Torre",2023-10-05,14:52,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,no,"No, Field pics taken",NA,"Connnection and test upload good with new antenna, cleaned gunk off  wiper and sensors with cloth. New log, depth same as on arrival. Disconnect 16:05 mdt",2023-10-05T21:52:00Z,2023-10-05T21:45:00Z,2023-10-05 14:45:00,2023,2023-10-05T21:45:00Z,0,NA
pbd,Jed Lichtensztajn,2023-10-12,13:40,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP, turbidity",yes,"no, field pics taken",Conductivity wasn't reading,"sensors were clean upon arival, water was clear. I was able to connect without skipping, the new antenna is working well, test upload worked. All the calibrations went well, turb was off by 5ntu for 10NTU calibration and off by 9 for 100NTU. lastly when I redeployed the sensor i got an error saying it could't read actual conductivity. I removed the sensor added more greese and checked again. Still got the error, need to check if it will log the actual coonoductivity. Additionally started a new log.",2023-10-12T20:40:00Z,2023-10-12T20:30:00Z,2023-10-12 13:30:00,2023,2023-10-12T20:30:00Z,0,NA
pbd,Jed Lichtensztajn,2023-10-23,14:50,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,none,no,"no, field pics taken",cond/temp issue,"I checked live readings however they would not load after 10+ minutes, I changed the batteries for the vulink, now they are at full capacity. After this I cleaned the troll and and redployed the AT live readings worked right away, just to be sure I pulled the AT and double checked conductivity with the standerd conductivity and temp both stabilized at 1313.2 for actual cond and 1457 for specific cond temp stabilized at. 19.83 C. I think the issues is solved, if not I will swap sensors, just need to keep an eye on the data.",2023-10-23T21:50:00Z,2023-10-23T21:45:00Z,2023-10-23 14:45:00,2023,2023-10-23T21:45:00Z,0,NA
prospect,Katie Willi and Dan Nicks,2022-04-30,08:45,Sensor Cleaning or Check,NA,x,NA,NA,Yes,"Good (mostly black, white speckles)",Yes,No,"pH, ORP, DO, Conductivity, Turbidity",Yes,NA,NA,Deployed sonde,2022-04-30T15:45:00Z,2022-04-30T15:45:00Z,2022-04-30 08:45:00,2022,2022-04-30T15:45:00Z,0,NA
prospect,Eric Williams and Katie Willi,2022-06-01,14:35,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, Level, ORP, SC, Turbidity, DO",Yes,NA,NA,Would be much better with an AT600 here because you need two people to calibrate: one to keep the VuLink awake and connect to it and one to calibrate at water.,2022-06-01T21:35:00Z,2022-06-01T21:30:00Z,2022-06-01 14:30:00,2022,2022-06-01T21:30:00Z,0,NA
prospect,Eric Williams and Katie Willi,2022-07-06,14:45,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Conductivity, Turbidity",Yes,NA,NA,"RDO had issues calibrating, though live reading was accurate.",2022-07-06T21:45:00Z,2022-07-06T21:45:00Z,2022-07-06 14:45:00,2022,2022-07-06T21:45:00Z,0,NA
prospect,Katie Willi,2022-08-01,07:15,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,Turbidity,Yes,NA,turbidity,"Calibrated turbidity, cleaned off sensor. Sediment buildup from storms.",2022-08-01T14:15:00Z,2022-08-01T14:15:00Z,2022-08-01 07:15:00,2022,2022-08-01T14:15:00Z,0,NA
prospect,Eric Williams,2022-08-08,12:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,NA,None,NA,NA,NA,"Tried to calibrate, but PowerPak died and middle PVC connector fell into and floated down river. Replaced brushes on wiper.",2022-08-08T19:00:00Z,2022-08-08T19:00:00Z,2022-08-08 12:00:00,2022,2022-08-08T19:00:00Z,0,NA
prospect,Eric Williams,2022-08-12,09:47,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity",Yes,NA,NA,"Calibrated everything, changed wiper because old wiper was gross (I think), VuLink said AT500 was not connected so I removed it then readded it as a connected instrument and it worked",2022-08-12T16:47:00Z,2022-08-12T16:45:00Z,2022-08-12 09:45:00,2022,2022-08-12T16:45:00Z,0,NA
prospect,Katie Willi,2022-08-17,14:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,Level,Yes,NA,turbidity,Black water event occuring early in the week; still chocolate milk water. Sensor dirty and wiper was unable to clear most debris off.,2022-08-17T21:30:00Z,2022-08-17T21:30:00Z,2022-08-17 14:30:00,2022,2022-08-17T21:30:00Z,0,NA
prospect,Katie Willi and Anika Pyle,2022-08-29,13:15,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,turbidity,Cleaned sensor out of concern for turbidity readings. Batteries need to be replaced.,2022-08-29T20:15:00Z,2022-08-29T20:15:00Z,2022-08-29 13:15:00,2022,2022-08-29T20:15:00Z,0,NA
prospect,Katie Willi,2022-09-10,12:15,Sensor Cleaning or Check,NA,NA,NA,No,NA,NA,No,No,None,No,NA,NA,Replaced batteries only. Data stopped around 5am this morning.,2022-09-10T19:15:00Z,2022-09-10T19:15:00Z,2022-09-10 12:15:00,2022,2022-09-10T19:15:00Z,0,NA
prospect,Eric Williams,2022-09-10,13:58,Sensor Cleaning or Check,NA,NA,NA,Yes,"Yes, replaced",Fair (white speckles are starting to go away),No,No,"pH, ORP, Conductivity, DO, Turbidity",Yes,NA,NA,"Cleaned sonde, replaced wiper as it was gross and bristles were bent, sensor housing looks a lot better",2022-09-10T20:58:00Z,2022-09-10T20:45:00Z,2022-09-10 13:45:00,2022,2022-09-10T20:45:00Z,0,NA
prospect,Katie Willi,2022-09-14,13:56,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Fair (white speckles are starting to go away),No,No,None,No,NA,NA,"Cleaned sonde, it was filthy. Flow is very slow through here and not very representative of thalweg.",2022-09-14T20:56:00Z,2022-09-14T20:45:00Z,2022-09-14 13:45:00,2022,2022-09-14T20:45:00Z,0,NA
prospect,Katie Willi,2022-09-21,13:05,Sensor Cleaning or Check,NA,NA,NA,Yes,NA,Fair (white speckles are starting to go away),No,No,None,No,NA,turbidity,Cleaned sonde and its housing (filthy),2022-09-21T20:05:00Z,2022-09-21T20:00:00Z,2022-09-21 13:00:00,2022,2022-09-21T20:00:00Z,0,NA
prospect,Eric Williams and Marin MacDonald,2022-09-23,15:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Fair (white speckles are starting to go away),No,No,"pH, ORP, Conductivity, Turbidity, DO",Yes,NA,turbidity,"Calibrated, cleaned sensor, depth was reading weird values after reinstallation but eventually corrected and looked fine, turbidity also looked weird (was 0NTU in water)",2022-09-23T22:00:00Z,2022-09-23T22:00:00Z,2022-09-23 15:00:00,2022,2022-09-23T22:00:00Z,0,NA
prospect,Eric Williams and Marin MacDonald,2022-09-30,17:12,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Fair (white speckles are starting to go away),No,No,None,No,field pics taken,turbidity,Cleaned sensor as turbidity was too high. Moderate rain started right as I got in the river. Flows very low lately.,2022-10-01T00:12:00Z,2022-10-01T00:00:00Z,2022-09-30 17:00:00,2022,2022-10-01T00:00:00Z,0,NA
prospect,Eric Williams,2022-10-07,16:20,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Fair (white speckles are starting to go away),No,No,None,No,field pic taken,NA,Cleaned sonde. Water was quite clear (not turbid) save for some algae floating along. Water level and discharge very low,2022-10-07T23:20:00Z,2022-10-07T23:15:00Z,2022-10-07 16:15:00,2022,2022-10-07T23:15:00Z,0,NA
prospect,Eric Williams,2022-10-14,14:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,No,turbidity,NA,2022-10-14T21:30:00Z,2022-10-14T21:30:00Z,2022-10-14 14:30:00,2022,2022-10-14T21:30:00Z,0,NA
prospect,Marin MacDonald and Eric Williams,2022-11-04,08:53,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Fair (white speckles are starting to go away),No,No,None,No,field pics taken,turbidity,"River stage and volume super low. Sensor was dirty and showing too hign turbidity, so we cleaned it. Upon reinstallation, turbidity data was not reading on VuLink or Troll, but then it showed back up on HydroVu. Not sure what happened - watch turbidity sensor here in future",2022-11-04T15:53:00Z,2022-11-04T15:45:00Z,2022-11-04 08:45:00,2022,2022-11-04T15:45:00Z,0,NA
prospect,Marin MacDonald and Eric Williams,2022-11-15,17:04,Sensor Cleaning or Check,x,NA,NA,Yes,Yes,Fair (white speckles are starting to go away),No,No,None,No,field pics taken,NA,Pulled sensor. River very low. Still see weird biofilm nasty stuff floating on surface.,2022-11-16T00:04:00Z,2022-11-16T00:00:00Z,2022-11-15 17:00:00,2022,2022-11-16T00:00:00Z,1,NA
prospect,Eric Williams,2023-04-11,16:00,Sensor Cleaning or Check,NA,x,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,no,no,NA,Sonde deployed.,2023-04-11T23:00:00Z,2023-04-11T23:00:00Z,2023-04-11 16:00:00,2023,2023-04-11T23:00:00Z,0,NA
prospect,Eric Williams,2023-04-12,10:02,Sensor Cleaning or Check,NA,NA,NA,NA,NA,NA,NA,NA,None,No,NA,NA,"Replaced VuLink batteries. After I did that, VuLink and HydroVu still said its battery is 26%. Will return to reassess if this continues but might just be a lag.",2023-04-12T17:02:00Z,2023-04-12T17:00:00Z,2023-04-12 10:00:00,2023,2023-04-12T17:00:00Z,0,NA
prospect,Eric Williams,2023-04-28,16:45,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, Conductivity, Turbidity, DO",Yes,No,NA,VuLink still saying battery is low - later called In-Situ about it. Calibrated sonde.,2023-04-28T23:45:00Z,2023-04-28T23:45:00Z,2023-04-28 16:45:00,2023,2023-04-28T23:45:00Z,0,NA
prospect,Eric Williams,2023-05-02,13:54,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,none,NA,No,NA,put new batteries in VuLink and it started working again. Weird film/bubbles flowing down river with Q and velocity seeming to increase while I was there.,2023-05-02T20:54:00Z,2023-05-02T20:45:00Z,2023-05-02 13:45:00,2023,2023-05-02T20:45:00Z,0,NA
prospect,Eric Williams,2023-05-04,16:31,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,none,NA,No,NA,Cleaned but it didn't look that dirty. Flows and stage increasing.,2023-05-04T23:31:00Z,2023-05-04T23:30:00Z,2023-05-04 16:30:00,2023,2023-05-04T23:30:00Z,0,NA
prospect,Eric Williams,2023-05-17,19:13,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,NA,"No, will return to swap SD card",NA,Cleaned. Flow and depth high.,2023-05-18T02:13:00Z,2023-05-18T02:00:00Z,2023-05-17 19:00:00,2023,2023-05-18T02:00:00Z,0,NA
prospect,"Sam Struthers, Eric Williams, Chloe Miller",2023-05-19,08:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO,pH,ORP,Turbidity,Conductivity",Yes,"Yes, SD card collected",NA,"Flows were high, water was very turbid. Some sediment on sensor but mostly clean. Cleaned and calibrated. Deployed without issue and grabbed sd card.",2023-05-19T15:30:00Z,2023-05-19T15:30:00Z,2023-05-19 08:30:00,2023,2023-05-19T15:30:00Z,0,NA
prospect,Jed Lichtensztajn,2023-06-08,10:29,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO,pH,ORP,Conductivity,Turbidty",Yes,SD card collected + field pics,NA,"Flow was high, AT had mild amount of sediment, Battery for VuLink was at 65%  calibrations were in desired ranges and went well however RDO was acting up intially I kept getting a message to replace the RDO cap while calibrating and during the calibrating the RDO SAT and RDO concentration stayed at 0% when the temp would read a value. I did the other calibrations and came back to RDO at the end and it worked. The RDO sensor looked good. Turbidty ranged from 30-45 on the live readings. Changed SD card battery levels were good",2023-06-08T17:29:00Z,2023-06-08T17:15:00Z,2023-06-08 10:15:00,2023,2023-06-08T17:15:00Z,0,NA
prospect,Sam Struthers,2023-06-14,07:45,Sensor Cleaning or Check,x,x,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,NA,no,NA,"Removed AT600 from site to bring to meeting with Larimer County, replaced with CPRW AT 500 (SN:658545). Sonde was mostly clear of debris",2023-06-14T14:45:00Z,2023-06-14T14:45:00Z,2023-06-14 07:45:00,2023,2023-06-14T14:45:00Z,0,NA
prospect,Sam Struthers,2023-06-14,11:20,Sensor Cleaning or Check,x,x,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,none,NA,no,NA,"Removed AT500, replaced with  usual AT 600 (SN:652267). Restarted log and deployed sonde",2023-06-14T18:20:00Z,2023-06-14T18:15:00Z,2023-06-14 11:15:00,2023,2023-06-14T18:15:00Z,0,NA
prospect,"Chloe Miller, Jed Lichtensztajn",2023-06-28,09:36,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,Fair (white speckles are starting to go away),No,No,"DO, conductivity, pH, ORP, turbidity",Yes,No,NA,"Updated software, but needed to disconnect and reconnect to get the blue ""paused"" bar. Live readings: all looked really good, depth at 2.95ft. Post live looked good too, calibrations went super smoothly.",2023-06-28T16:36:00Z,2023-06-28T16:30:00Z,2023-06-28 09:30:00,2023,2023-06-28T16:30:00Z,0,NA
prospect,"Chloe Miller, Jed Lichtensztajn",2023-07-05,09:22,Sensor Cleaning or Check,NA,NA,NA,Yes,No,"Good (mostly black, white speckles)",No,No,None,NA,No,NA,"Live readings looked normal except for a 30NTU reading. Fine sediment layer on the sensors, and the wiper highkey was not doing anything to help that problem (mangled, and wasn't touching the sensor). So we replaced it with a brand new wiper! Just cleaned. Post live looked good at 5NTU.",2023-07-05T16:22:00Z,2023-07-05T16:15:00Z,2023-07-05 09:15:00,2023,2023-07-05T16:15:00Z,0,NA
prospect,Chloe Miller,2023-07-17,08:38,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,"DO, conductivity, ORP, pH, Turbidity",Yes,SD card collected,NA,"Changed SD card, batteries were at full power. Live readings on the Sonde were high for conductivity (570), but everything else looked good (depth at 1.33 ft). Very little sediment on the sonde. Sonde disconnected from hydrovu as pH was calbirating so I had to restart. Post live readings looked good, (conductivity still at 590). RDO saturation was at 109%. Is that too high? End depth at 1.25ft.",2023-07-17T15:38:00Z,2023-07-17T15:30:00Z,2023-07-17 08:30:00,2023,2023-07-17T15:30:00Z,0,NA
prospect,Jed Lichtensztajn,2023-07-24,11:00,Sensor Cleaning or Check,NA,NA,NA,yes,Yes/sort of,"Good (mostly black, white speckles)",no,no,none,no,"no, fotos taken",NA,"Live readings looked good, cleaned the sensors and changed the batteries for the VuLink. The wiper was acting funny it would work as it usual does and after a couple rotations it would get caught and make clicking noises. I swapped the wiper and same problem pressited. The sensor were not very dirty upoono arrival however we should keep an eye on this.",2023-07-24T18:00:00Z,2023-07-24T18:00:00Z,2023-07-24 11:00:00,2023,2023-07-24T18:00:00Z,0,NA
prospect,Chloe Miller,2023-07-25,12:05,Sensor Cleaning or Check,NA,NA,NA,No,NA,NA,No,No,none,no,no,NA,"Changed lock, checked on VuLink issue where the VuLink stops uploading to hydrovu randomly. Andy from InSitu said that it was just a problem with out cell service. Changed uploading to 5 minutes until the VuLink worked, downloaded both data logs, and changed back to 3 hour uploading rate.",2023-07-25T19:05:00Z,2023-07-25T19:00:00Z,2023-07-25 12:00:00,2023,2023-07-25T19:00:00Z,0,NA
prospect,"Chloe Miller, Jed Lichtensztajn",2023-08-03,09:12,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,None,Na,no,NA,"Turbidity was pretty high at 100NTU (post storm). Sonde was a litle gunky, not caked…mostly soft sediment. Cleaned sonde and then post live readings looked good with turb back down to 30. Test upload good.",2023-08-03T16:12:00Z,2023-08-03T16:00:00Z,2023-08-03 09:00:00,2023,2023-08-03T16:00:00Z,0,NA
prospect,"Sam Struthers,Jed_Lichtensztajn",2023-08-08,08:30,Sensor Cleaning or Check,NA,NA,NA,Yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP, turb",Yes,no,Slight malfunction with Vu link,"Went to site to calibrate and upgrade housing to 4 in pipe. Pulled sensor at 9:30MDT, kept in tap water while working on housing, calibrated just fine. Housing had some damage on lower brackets, tried to attach a new one at the bottom, will check on later. Redeployed using new well cap and housing.",2023-08-08T15:30:00Z,2023-08-08T15:30:00Z,2023-08-08 08:30:00,2023,2023-08-08T15:30:00Z,0,NA
prospect,Chloe Miller,2023-08-21,17:30,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (Mostly Black, white speckles)",No,No,None,Na,Na,NA,"Cleaned sonde, turbidity was fluctuating greatly in live readings (16-80NTU). Other live readings looked okay. Depth 1.93ft. Sonde was nasty w what I assume was biofilm, came right off with microfiber cloth, but wouldn't rinse off with water. Post live readings were good, although turb was 2 which seemed too low for the state of the river (sun was going down though so it was in the shade).",2023-08-22T00:30:00Z,2023-08-22T00:30:00Z,2023-08-21 17:30:00,2023,2023-08-22T00:30:00Z,0,NA
prospect,Chloe Miller,2023-08-29,18:07,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, Conductivity, pH, ORP, Turbidity",yes,SD card,NA,"Pre live turb was pretty high (30-50), there was a lot of biofilm on there (although to be expected). Depth 2.14ft. RDO error after in calibration stage, but after restoring calib defaults it was okay. Post live turb was around 10NTU, depth went down to 1.62ft. Started 2 new logs (bc of restoring calib defaults) and wiper was set to 30 min instead of an hour to reduce biofilm, hopefully. Changed SD card, dropped the door stop in the water...",2023-08-30T01:07:00Z,2023-08-30T01:00:00Z,2023-08-29 18:00:00,2023,2023-08-30T01:00:00Z,0,NA
prospect,"Sam Struthers, Kat Demaree",2023-09-01,12:30,Sensor Cleaning or Check,x,x,Added CU500,yes,yes,"Good (mostly black, white speckles)",no,no,none,na,na,Vulink had temp of 0…maybe overheating issue,"Connected cu at500 with splitter and redeployed with them connected together, Vulink had temp of 0…maybe overheating issue, battery was at 38% and then tanked to 25% after first upload. Still uploading fine just decreasing faster",2023-09-01T19:30:00Z,2023-09-01T19:30:00Z,2023-09-01 12:30:00,2023,2023-09-01T19:30:00Z,0,NA
prospect,Chloe Miller,2023-09-05,16:49,Sensor Cleaning or Check,NA,NA,NA,no,no,"Good (mostly black, white speckles)",no,no,none,na,na,NA,"Poured water into restrictor (sondes looked pretty clean) but I couldn't take the sondes apart in order to get the restrictor off because the zip tie was pretty snug on there. Changed batteries to new fancy lithium ones, but afterwards when my phone reconnected to the sonde it wouldn't go past the syncronizing screen (so I skipped like at PBD) to start the log up again. The service icon was green and blinking, but I skipped a test upload (data is coming in, yay!!). Took me forever to get the cap back on, but it's because the rubber on the outside has expanded to past the lip of the green thing so it looks like the green thing should be entirely inside of the rubber.",2023-09-05T23:49:00Z,2023-09-05T23:45:00Z,2023-09-05 16:45:00,2023,2023-09-05T23:45:00Z,0,NA
prospect,Chloe Miller,2023-09-26,12:01,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP, turbidity",yes,yes,RDO -- from 2018 -- won't talk to cap,"Sondes were both super caked in biofilm, depth around 1.6 ft. RDO was through the roof at around 13 and 170%, which might be telling of the proceeding issues. Otherwise turb was fairly high at around 50NTU. For calibrating, RDO read an error after successfully calibrating (which happened last time I was there) so I stopped the logs and restored calib defaults for RDO. Solved problem, except temperature would not stabilize (RDO did, however), and was taking an incredibly long time to read RDO. Had to restore calib defaults for conductivity, too, because it would go from yellow to red a bunch of times (once I did it fixed itself). Everything else went well. The sonde eventually started to tell me that RDO cap was not installed, tried switching caps, didn't work. InSitu said to change the sensor itself as it is likely having problems connecting to the circut under the cap. Tried grease as well, but when you go to live readings, there's just a red triangle (warning) for RDO. I set a test upload, and RDO data did not come through. Changed camera SD card, batteries were at 3/4, didn't change them. Camera was facing a bit to the west. Cleaned CU sonde too.",2023-09-26T19:01:00Z,2023-09-26T19:00:00Z,2023-09-26 12:00:00,2023,2023-09-26T19:00:00Z,0,NA
prospect,sam struthers,2023-09-27,08:15,Sensor Cleaning or Check,x,x,"swapped DO sensor (original: 596571, new: 596607)",yes,yes,"Good (mostly black, white speckles)",no,no,none,no,"yes, field pic",NA,"solved RDO sensor issue from previous day, downloaded all logs, swapped sensors,  live readings looked good, started new logs. Disconnected at 945 mdt",2023-09-27T15:15:00Z,2023-09-27T15:15:00Z,2023-09-27 08:15:00,2023,2023-09-27T15:15:00Z,0,NA
prospect,Jed Lichtensztajn,2023-10-02,16:10,Sensor Cleaning or Check,NA,NA,NA,yes,yes,"Good (mostly black, white speckles)",no,no,RDO,yes,no,NA,"Went to prospect to clean turbidity sensor, it was showing strange data on hydrovu, I cleaned it and has been reading better now. I also calibrated RDO saturation and got an error so I performed a hardware reset on the AT I downladed all the log on our AT and vulink log. Lastly I started a new log on the AT and vulink.",2023-10-02T23:10:00Z,2023-10-02T23:00:00Z,2023-10-02 16:00:00,2023,2023-10-02T23:00:00Z,0,NA
prospect,Chloe Miller,2023-10-10,12:15,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",no,no,"RDO, conductivity, pH, ORP, turbidity",yes,no…camera stolen,NA,"The camera and everything that came with it was gone. Pre live readings were good, RDO was at 11 and 134%, thoug. Depth at 1.38ft. Wiper working on our sonde ASTONISHINGLY well, it was caked with biofilm (as was the restrictor, but our sensors were doing great and super clean! CU sonde was grimy, but looked as if it wasn't even touching the sensor. RDO temp wouldn't stabilize, waited so long that RDO unstabilized, but when I finally went through with the calibration, it gave me an error that I have recieved the past two times I have been there: MEMORY CARD FULL. So, I restored calib defaults for RDO and it worked like a charm. Turb calib went well, but couldn't detect 10NTU and read 6.8 instead. Post live were good, RDO went down to 8.8 and about 119%. Started two new logs and cleaned CU sonde.",2023-10-10T19:15:00Z,2023-10-10T19:15:00Z,2023-10-10 12:15:00,2023,2023-10-10T19:15:00Z,0,NA
tamasag,Nick Gubbins,2021-08-16,13:10,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,NA,No,No,None,No,No,NA,Sonde pulled and cleaned,2021-08-16T20:10:00Z,2021-08-16T20:00:00Z,2021-08-16 13:00:00,2021,2021-08-16T20:00:00Z,0,NA
tamasag,Katie Willi,2021-09-13,10:12,Sensor Cleaning or Check,x,NA,NA,No,Yes,"Good (mostly black, white speckles)",No,No,None,No,Yes,NA,Sonde and game camera removed from field,2021-09-13T17:12:00Z,2021-09-13T17:00:00Z,2021-09-13 10:00:00,2021,2021-09-13T17:00:00Z,1,NA
tamasag,"Katie Willi, Nick Gubbins, Matt Ross",2021-09-23,15:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,NA,NA,Camera reinstalled,2021-09-23T22:00:00Z,2021-09-23T22:00:00Z,2021-09-23 15:00:00,2021,2021-09-23T22:00:00Z,0,NA
tamasag,Katie Willi,2021-10-21,11:14,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,None,No,Yes,NA,"Replaced batteries in camera, downloaded photos",2021-10-21T18:14:00Z,2021-10-21T18:00:00Z,2021-10-21 11:00:00,2021,2021-10-21T18:00:00Z,0,NA
tamasag,Katie Willi,2022-04-22,14:00,Sensor Cleaning or Check,NA,x,NA,NA,Yes,"Good (mostly black, white speckles)",No,No,"pH, ORP, DO, Conductivity, Turbidity",Yes,NA,NA,Deployed sonde,2022-04-22T21:00:00Z,2022-04-22T21:00:00Z,2022-04-22 14:00:00,2022,2022-04-22T21:00:00Z,0,NA
tamasag,Katie Willi,2022-04-24,07:00,Sensor Cleaning or Check,NA,NA,NA,Yes,Yes,"Good (mostly black, white speckles)",No,No,Level,Yes,No,NA,Recalibrated level,2022-04-24T14:00:00Z,2022-04-24T14:00:00Z,2022-04-24 07:00:00,2022,2022-04-24T14:00:00Z,0,NA
